País    ;Estado           ;Estado Tránsito      ;Factura compra;Foto;Declaración;Prueba entrega;Consolidado;Das;Fecha registro;Fecha ingreso;Tiempo para foto;Delta foto-registro datos;Delta registro datos-ubicación bodega;Delta ubicación bodega-tránsito;Tiempo en bodega
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;56,58           ;5,14                     ;7,69                                 ;1,18                           ;1,23
Colombia;En Tránsito      ;Retenido             ;No            ;Si  ;Si         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;75,22           ;19,06                    ;                                     ;                               ;0,07
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;60,01           ;3,32                     ;                                     ;                               ;0,04
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;41,44           ;7,13                     ;                                     ;                               ;0,03
Colombia;Entregado        ;En reparto           ;Si            ;No  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;                ;                         ;210,76                               ;0,97                           ;1,23
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;126,65          ;-0,22                    ;21,07                                ;6,14                           ;6,24
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;117,25          ;19,86                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;100,46          ;46,54                    ;224,8                                ;11,99                          ;12,25
Colombia;En Bodega        ;                     ;No            ;Si  ;No         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;120,14          ;19,45                    ;5,08                                 ;                               ;
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;101,21          ;36,88                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;111,48          ;53,03                    ;                                     ;                               ;0,11
Colombia;Entregado        ;En aduana            ;No            ;No  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;                ;                         ;                                     ;                               ;0,2
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;89,21           ;51,98                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En aduana            ;No            ;Si  ;Si         ;Si            ;No         ;No ;3/02/2022     ;3/02/2022    ;87,99           ;52,19                    ;                                     ;                               ;0,1
Colombia;Entregado        ;En reparto           ;No            ;Si  ;Si         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;91,46           ;31,92                    ;                                     ;                               ;0,09
Colombia;En Bodega        ;Retenido             ;No            ;Si  ;No         ;No            ;No         ;No ;3/02/2022     ;3/02/2022    ;99              ;49,58                    ;205,62                               ;                               ;
